gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
JP10_1000242020,NETWORLD CORPORATION,LOW,EO10,40600803.0,4000074573,CUSTOMER SERVICE,CS HARDWARE,JP001,2015-12-19 00:00:00,2016-01-30 00:00:00,2016-02-01 00:00:00,2.0,42.0,Good,579,JP,,Service and Maint.,,"HASHINO, MASAYUKI",JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,Delivered Duty Paid
PH10_1000668504,"MSI-ECS (PHILS.), INC.",HLD,,30768901.0,1250002675,RECOVERPOINTSW,SOFTWARE,PH001,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-06-06 00:00:00,76.0,0.0,Bad,-277570,PH,,EMC Std. Sales Order,,"PEJI, DEGUZMAN",PH10,Missing Backup document,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
AU12_1000241951,TELSTRA CORPORATION LIMITED,HI,NT10,310061409.0,2700046624,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU002,2016-07-05 00:00:00,2016-08-19 00:00:00,2016-08-23 00:00:00,4.0,45.0,Good,17357,AU,,Contract Eval,,"MARCHANT, PETER",AU12,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
NZ10_1000196074,DATACOM SYSTEMS LIMITED - WGTN DIVISION,NEW,NT07,50322069.0,4300008543,,HARDWARE,NZ003,2017-12-19 00:00:00,2017-12-19 00:00:00,,248.0,0.0,Bad,-3256,NZ,,EMC Credit Memo Req,,,NZ10,,,,,Low Pay,Product PS Level 2,
MY10_1000358205,INFINEON TECHNOLOGIES (MALAYSIA) SDN BHD,MED,NT07,50230784.0,4200006650,,PROFESSIONAL SERVICES,MY001,2016-01-12 00:00:00,2016-01-12 00:00:00,2016-01-12 00:00:00,0.0,0.0,Good,-10010,MY,,EMC Credit Memo Req,,,MY10,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,PS Level 2,
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310265967.0,4000096120,UNIFIED,HARDWARE,JP001,2017-02-24 00:00:00,2017-04-29 00:00:00,2017-04-28 00:00:00,-1.0,64.0,Good,56837,JP,,EMC Std. Sales Order,,"ISHIKAWA, YO",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
KR11_1000329327,"AZWELL PLUS CO.,LTD",HI,LC08,30563761.0,2230008306,SYMMETRIX,HARDWARE,KH001,2015-01-21 00:00:00,2015-05-01 00:00:00,2015-02-04 00:00:00,-85.0,100.0,Good,416000,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"KIM, EUNGYONG",KR11,,,,,High Pay,Product PS level 1,Ex Works
IE10_1000654827,WIPRO LIMITED - WIVIDUS,HI,NT07,40546697.0,3700139920,CUSTOMER SERVICE,CS HARDWARE,IN001,2015-08-07 00:00:00,2015-09-06 00:00:00,2016-01-05 00:00:00,121.0,30.0,Bad,9025,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,NT07,30619050.0,3700129856,DATADOMAIN,SOFTWARE,TW001,2015-04-22 00:00:00,2015-05-22 00:00:00,2015-05-22 00:00:00,0.0,30.0,Good,7668,TW,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000150918,"AEON PRODUCT FINANCE CO., LTD.",HI,NT07,310615756.0,4000119017,CONNECTRIX,HARDWARE,JP001,2018-08-03 00:00:00,2018-09-02 00:00:00,,-8.0,30.0,Good,431981,JP,Truck,Lease Direct Funded,IE to JP - 5 - 7 Day Ground Direct,"KURASHIRO, HIRONORI",JP10,,,,,High Pay,LEASE,Delivered Duty Paid
IE10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,NT07,310339825.0,3700199812,DATA PROTECTION SUITE,SOFTWARE,CN001,2017-05-05 00:00:00,2017-06-04 00:00:00,2017-06-30 00:00:00,26.0,30.0,Bad,11564,CN,,EMC Issue,,"ZHANG, FAN",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
PH10_1000310595,"THAKRAL INFOTECH, INC.",HI,NT07,40692839.0,1250003156,CUSTOMER SERVICE,CS HARDWARE,PH001,2016-09-10 00:00:00,2016-10-10 00:00:00,2016-10-20 00:00:00,10.0,30.0,Good,52422,PH,,Service and Maint.,,,PH10,,,,,High Pay,RENEWAL,
KR10_1000198426,JC1 CORPORATION,MED,NT07,40724845.0,4700026353,SYMMETRIX,CS HARDWARE,KR001,2016-12-15 00:00:00,2017-01-14 00:00:00,2017-01-31 00:00:00,17.0,30.0,Bad,221,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
AU12_1000455508,GM HOLDEN LTD,NEW,,,A2400661612402VD,,,AU002,2016-05-11 00:00:00,2016-05-11 00:00:00,2016-05-11 00:00:00,0.0,0.0,Good,-95186,,,,,,AU12,,,,,Low Pay,,
PH10_1000265190,"MSI ECS PHILS., INC",HLD,NT12,,0090743439,,,PH001,2016-07-20 00:00:00,2016-09-18 00:00:00,2016-07-20 00:00:00,-60.0,60.0,Good,-541304,,,,,,PH10,,,,,Low Pay,Product PS level 1,
IE10_1000196335,ARIZEN SYSTEMS PTE LTD,HI,NT07,,H1505-120,,,CN001,2015-06-02 00:00:00,2015-06-02 00:00:00,2015-06-02 00:00:00,0.0,0.0,Good,31984,,,,,,IE10,,,,,Low Pay,,
IE10_1000344970,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HLD,NT07,310383818.0,3700207187,CUSTOMER SERVICE,CS HARDWARE,IE007,2017-08-02 00:00:00,2017-09-01 00:00:00,2017-10-17 00:00:00,46.0,30.0,Bad,23126,SG,,EMC Std. Sales Order,,"QUOTA HOUSE, COMM INDIA",IE10,,,,,Low Pay,Product PS level 1,Ex Works
SG10_1000299826,SUMITOMO MITSUI FINANCE AND LEASING (SINGAPORE) PTE LTD,LOW,NT07,310134612.0,4500016514,DATADOMAIN,SOFTWARE,SG002,2016-11-09 00:00:00,2016-12-09 00:00:00,2016-11-14 00:00:00,-25.0,30.0,Good,240429,SG,Truck,LeaseIssue DirFunded,IE to SG - 5 - 7 Day Ground Direct,"TOH, BOONSIN",SG10,,,,,High Pay,LEASE,Carriage and insurance paid to
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310214390.0,4500016721,CONNECTRIX,HARDWARE,SG002,2016-12-06 00:00:00,2017-01-05 00:00:00,2017-02-22 00:00:00,48.0,30.0,Bad,60543,SG,Truck,EMC Std. Sales Order,NL to SG - 5 - 7 Day Ground Direct,"YEOH, BOONCHENG",SG10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40505038.0,4000062976,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-05-06 00:00:00,2015-06-30 00:00:00,2015-06-25 00:00:00,-5.0,55.0,Good,38,JP,,Service and Maint.,,"TAKAHASHI, YUSUKE",JP10,,,,,Low Pay,RENEWAL,
KR11_1000361168,INTECH & COMPANY,LOW,LC08,30619826.0,2230009013,UNIFIED,SOFTWARE,KH001,2015-04-23 00:00:00,2015-08-01 00:00:00,2015-04-29 00:00:00,-94.0,100.0,Good,241323,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"BYUN, JAEKEUN",KR11,,,,,High Pay,Product PS level 1,Ex Works
MY10_1004082238,TECH DATA ADVANCED SOLUTIONS (MALAYSIA) SDN. BHD,NEW,NT12,,0090881554,,,MY001,2017-06-07 00:00:00,2017-08-06 00:00:00,2017-06-12 00:00:00,-55.0,60.0,Good,-4985,,,,,,MY10,,,,,Low Pay,Product PS level 1,
IE10_1000344970,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HLD,NT07,30556732.0,3700119818,THIRD PARTY,HARDWARE,IE007,2015-01-09 00:00:00,2015-02-08 00:00:00,2015-06-30 00:00:00,141.0,30.0,Bad,37500,SG,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,NT16,310025873.0,3700163419,UNIFIED,HARDWARE,IE007,2016-03-30 00:00:00,2016-06-28 00:00:00,2016-06-27 00:00:00,-1.0,90.0,Good,10207,IN,,EMC Std. Sales Order,,"QUOTA HOUSE, INDIA",IE10,,0.0,,MANUAL EXCEL,Low Pay,Product PS level 1,Ex Works
IE10_1000264302,"TODAY SCIENCE & TECHNOLOGY DEVELOPMENT CO., LTD",LOW,NT07,310221000.0,3700185194,CONNECTRIX,SOFTWARE,CN001,2016-11-29 00:00:00,2016-12-29 00:00:00,2016-12-30 00:00:00,1.0,30.0,Good,51701,CN,,EMC Std. Sales Order,,"SHEN, BARRY",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000471483,"JAPAN BUSINESS SYSTEMS, INC.",MED,NT07,40689659.0,4000088288,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-09-07 00:00:00,2016-10-07 00:00:00,2016-09-30 00:00:00,-7.0,30.0,Good,1046,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
IE10_1000276495,RELIANCE CORPORATE IT PARK LTD.,NEW,NT07,40535896.0,3700137516,CUSTOMER SERVICE,CS SOFTWARE,IN001,2015-07-09 00:00:00,2015-08-08 00:00:00,2016-03-28 00:00:00,233.0,30.0,Bad,37400,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
KR11_1000361168,INTECH & COMPANY,LOW,LC03,30672056.0,2230009958,SYMMETRIX,HARDWARE,KH001,2015-08-11 00:00:00,2015-12-19 00:00:00,2015-08-25 00:00:00,-116.0,130.0,Good,120206,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"KIM, HYUNMIN",KR11,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
NZ10_1003844079,INGRAM MICRO (N.Z.) LIMITED,NEW,NT07,40781489.0,4300007541,CUSTOMER SERVICE,CS SOFTWARE,NZ003,2017-05-10 00:00:00,2017-06-09 00:00:00,2017-06-16 00:00:00,7.0,30.0,Good,10890,NZ,,Service and Maint.,,,NZ10,,,,,Low Pay,RENEWAL,Ex Works
KR10_1000329327,"AZWELL PLUS CO.,LTD",HI,NT07,70192753.0,4700021539,,CS HARDWARE,KR001,2016-03-18 00:00:00,2016-04-17 00:00:00,2016-05-03 00:00:00,16.0,30.0,Bad,284,KR,,EMC11i Field Service,,,KR10,,0.0,,PROCESSED,Low Pay,FSTM,Ex Works
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,NT12,30144645.0,4000065835,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2015-07-07 00:00:00,2015-09-05 00:00:00,2015-08-31 00:00:00,-5.0,60.0,Good,103017,JP,,EMC Std. Sales Order,,"SEKI, MAKOTO",JP10,,,,,High Pay,PS Level 2,Delivered Duty Paid
PH10_1000265190,"MSI ECS PHILS., INC",HI,,,1600000210,,,PH001,2018-04-26 00:00:00,2018-04-26 00:00:00,2018-04-26 00:00:00,0.0,0.0,Good,0,,,,,,PH10,,,,,Low Pay,,
AU12_1000268999,ERICSSON AUSTRALIA PTY LTD,LOW,NT15,30581273.0,2700034903,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU001,2015-03-06 00:00:00,2015-05-24 00:00:00,2015-05-25 00:00:00,1.0,79.0,Good,45721,AU,,Contract Eval,,"MCGREGOR, CATHY",AU12,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000361168,INTECH & COMPANY,LOW,LC03,30672056.0,2230009958,SYMMETRIX,SOFTWARE,KH001,2015-08-11 00:00:00,2015-12-19 00:00:00,2015-08-25 00:00:00,-116.0,130.0,Good,120206,KR,,EMC Std. Sales Order,,"KIM, HYUNMIN",KR11,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
AU12_1000235671,DATA#3 LIMITED,HI,NT07,30651050.0,2700037476,UNIFIED,HARDWARE,AU002,2015-06-19 00:00:00,2015-07-19 00:00:00,2015-07-31 00:00:00,12.0,30.0,Good,7005,AU,,EMC Std. Sales Order,,,AU12,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
PH10_1000668504,"MSI-ECS (PHILS.), INC.",HLD,,30716803.0,1250002638,THIRD PARTY,SOFTWARE,PH001,2015-12-29 00:00:00,2016-02-14 00:00:00,2016-01-25 00:00:00,-20.0,47.0,Good,-386388,PH,,EMC Std. Sales Order,,"PEJI, DEGUZMAN",PH10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
HK10_1000427826,CLSA (S.E. ASIA) LIMITED,NEW,NT07,,2011261,,,HK001,2015-06-26 00:00:00,2015-06-26 00:00:00,2015-08-20 00:00:00,55.0,0.0,Bad,-10579,,,,,,HK10,,,,,Low Pay,,
IE10_1003809832,DIGITAL CHINA DATA SERVICES (HK) LIMITED,HI,NT10,310368826.0,3700204639,UNIFIED,HARDWARE,CN001,2017-07-06 00:00:00,2017-08-20 00:00:00,2017-08-29 00:00:00,9.0,45.0,Good,67990,CN,,EMC Std. Sales Order,,"WU, ZULIN",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000030277,PT VIRTUS TECHNOLOGY INDONESIA.,HI,NT07,30769187.0,3700156428,CUSTOMER SERVICE,CS HARDWARE,ID001,2015-12-31 00:00:00,2016-01-30 00:00:00,2016-03-30 00:00:00,59.0,30.0,Bad,89487,ID,,EMC Std. Sales Order,,,IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
IE10_1000348225,"BEIMING SOFTWARE CO., LTD",HI,NT07,310246060.0,3700187727,CUSTOMER SERVICE,CS SOFTWARE,CN001,2016-12-22 00:00:00,2017-01-21 00:00:00,2017-02-23 00:00:00,33.0,30.0,Bad,2025,CN,,EMC Std. Sales Order,,"BEI, XIAOYING",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000205881,"INSUNG INFORMATION CO., LTD.",MED,LC09,310156005.0,2230013710,UNIFIED,SOFTWARE,KH001,2016-10-03 00:00:00,2017-03-02 00:00:00,2016-10-20 00:00:00,-133.0,150.0,Good,69466,KR,Air,EMC Std. Sales Order,IE to KR - 4 - 6 Day Air MIT CORK,"KIM, JEONGYOON",KR11,,,,,High Pay,Product PS level 1,Ex Works
KR11_1000309762,LVTEK INC.,MED,LC08,,0090658367,,,KH001,2016-01-01 00:00:00,2016-04-10 00:00:00,2016-01-26 00:00:00,-74.0,100.0,Good,-32749,,,,,,KR11,,,,,Low Pay,Product PS level 1,
KR11_1000361168,INTECH & COMPANY,LOW,LC08,30619826.0,2230009013,CUSTOMER SERVICE,CS HARDWARE,KH001,2015-04-23 00:00:00,2015-08-01 00:00:00,2015-04-29 00:00:00,-94.0,100.0,Good,241323,KR,,EMC Std. Sales Order,,"BYUN, JAEKEUN",KR11,,,,,High Pay,Product PS level 1,Ex Works
AU12_1003936271,QBE GROUP SERVICES PTY LTD,MED,NT07,310637779.0,2700063608,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU001,2018-08-09 00:00:00,2018-09-08 00:00:00,,-14.0,30.0,Good,4919,AU,,EMC Std. Sales Order,,"HARGREAVES, BEN",AU12,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,30747210.0,2230010873,LEGATO,SOFTWARE,KH001,2015-11-26 00:00:00,2016-03-05 00:00:00,2015-12-10 00:00:00,-86.0,100.0,Good,4100,KR,,EMC Std. Sales Order,,"PARK, YOUNGTAE",KR11,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
KR10_1000205597,LG CNS,GRN,NT12,40917158.0,4700034983,SYMMETRIX,CS HARDWARE,KR001,2018-05-25 00:00:00,2018-07-24 00:00:00,2018-05-30 00:00:00,-55.0,60.0,Good,3462,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
KR10_1000033899,"KOLON BENIT CO.,LTD",HI,NT07,40669121.0,4700022975,CUSTOMER SERVICE,CS SOFTWARE,KR001,2016-06-25 00:00:00,2016-07-25 00:00:00,2016-08-03 00:00:00,9.0,30.0,Good,2519,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
AU12_1000247859,DEPT OF IMMIGRATION AND BORDER PROTECTION,HI,NT07,310201341.0,2700051030,BACKUP AND RECOVERY,HARDWARE,AU001,2017-01-27 00:00:00,2017-05-09 00:00:00,2017-04-21 00:00:00,-18.0,102.0,Good,25768,AU,Air,Contract Eval,IE to AUACT - 4 - 6 Day Air MIT SYDNEY,"BROWNE, STEPHEN",AU12,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO10,40899105.0,4000113070,CUSTOMER SERVICE,CS SOFTWARE,JP001,2018-03-29 00:00:00,2018-04-30 00:00:00,2018-04-27 00:00:00,-3.0,32.0,Good,5783,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
KR11_1000218821,KOREA INFORMATION ENGINEERING SERVICES,HI,LC09,310030542.0,2230011802,UNIFIED,SOFTWARE,KH001,2016-03-25 00:00:00,2016-08-22 00:00:00,2016-03-31 00:00:00,-144.0,150.0,Good,70000,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"SEO, JUNSEO",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
AU12_1000191666,DIMENSION DATA AUSTRALIA PTY LTD,MED,EO10,310636192.0,2700063551,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU002,2018-08-07 00:00:00,2018-09-30 00:00:00,,-36.0,54.0,Good,112681,AU,,EMC Std. Sales Order,,"PERRIOTT, BRAD",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310007013.0,4000077882,CUSTOMER SERVICE,CS SOFTWARE,JP001,2016-02-26 00:00:00,2016-04-29 00:00:00,2016-05-12 00:00:00,13.0,63.0,Good,15200,JP,,Contract Eval,,"MIURA, MASAHIRO",JP10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Delivered Duty Paid
AU12_1003858140,INGRAM MICRO PTY LTD,NEW,NT07,40649227.0,2700044502,CUSTOMER SERVICE,CS HARDWARE,AU001,2016-04-14 00:00:00,2016-05-14 00:00:00,2016-05-31 00:00:00,17.0,30.0,Bad,13866,AU,,Service and Maint.,,,AU12,,0.0,,PROCESSED,Low Pay,RENEWAL,
KR10_1000033899,"KOLON BENIT CO.,LTD",HI,NT07,40793532.0,4700029414,SYMMETRIX,CS SOFTWARE,KR001,2017-06-30 00:00:00,2017-07-30 00:00:00,2017-08-01 00:00:00,2.0,30.0,Good,1067,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30711309.0,3700144928,RECOVERPOINTSW,SOFTWARE,IE007,2015-09-26 00:00:00,2015-10-26 00:00:00,2015-11-19 00:00:00,24.0,30.0,Bad,12429,IN,,EMC Std. Sales Order,,,IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
SG10_1003858723,DE LAGE LANDEN PTE LTD,HI,NT07,310314004.0,4500017985,CUSTOMER EDUCATION,CUSTOMER EDUCATION,SG002,2017-04-25 00:00:00,2017-05-25 00:00:00,2017-08-02 00:00:00,69.0,30.0,Bad,310333,SG,,EMC Std. Sales Order,,"TAY, LICHING",SG10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
HK10_1000210789,KARIN ELECTRONIC SUPPLIES CO LIMITED,MED,NT07,40709633.0,3600013671,CUSTOMER SERVICE,CS HARDWARE,HK001,2016-10-29 00:00:00,2016-11-28 00:00:00,2016-12-23 00:00:00,25.0,30.0,Bad,5700,HK,,Service and Maint.,,,HK10,,,,,Low Pay,RENEWAL,Carriage and insurance paid to
JP10_1000249218,JAPAN BUSINESS SYSTEMS INC.,LOW,EO14,40477395.0,4000059075,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-03-05 00:00:00,2015-05-30 00:00:00,2015-05-29 00:00:00,-1.0,86.0,Good,2853,JP,,Service and Maint.,,"TAKEYA, JUN",JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
JP10_1000236395,"NOX CO., LTD.",LOW,EO10,40913186.0,4000115275,LEGATO,CS SOFTWARE,JP001,2018-05-13 00:00:00,2018-06-30 00:00:00,2018-06-29 00:00:00,-1.0,48.0,Good,1904,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,,,17081844421485,,,CN001,2017-03-28 00:00:00,2017-03-28 00:00:00,2017-03-28 00:00:00,0.0,0.0,Good,-6600,,,,,,IE10,,,,,Low Pay,,
AU12_1000274021,STATE STREET AUSTRALIA LIMITED,LOW,NT07,310256451.0,2700051045,DATADOMAIN,HARDWARE,AU001,2017-01-27 00:00:00,2017-02-26 00:00:00,2017-02-27 00:00:00,1.0,30.0,Good,468156,AU,,EMC Std. Sales Order,,"VELLA, PAUL",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1003807378,"REDINGTON INDIA LIMITED, SINGAPORE BRANCH",HLD,NT07,310383430.0,3700205999,,SOFTWARE,IN001,2017-07-21 00:00:00,2017-08-20 00:00:00,2017-07-26 00:00:00,-25.0,30.0,Good,1307,SG,Air,EMC Std. Sales Order,UPS WW Express Saver,"VASU, SRI",IE10,,,,,Low Pay,Product PS Level 2,Delivered Duty Paid
IE10_1000276872,REDINGTON DISTRIBUTION PRIVATE LTD SINGAPORE,HLD,,,3500411541,,,IE007,2015-06-19 00:00:00,2015-06-19 00:00:00,2015-11-17 00:00:00,151.0,0.0,Bad,-22248,,,,,,IE10,,,,,Low Pay,,
IE10_1000152457,SYNNEX TECHNOLOGY INTERNATIONAL (HK) LTD,LOW,NT07,310420589.0,3700213379,UNIFIED,HARDWARE,CN001,2017-10-13 00:00:00,2017-11-12 00:00:00,2017-11-22 00:00:00,10.0,30.0,Good,8829,CN,,EMC Std. Sales Order,,"QUOTA HOUSE, PARTNER CN",IE10,,,,,Low Pay,Product PS Level 2,Carriage and insurance paid to
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310017290.0,4000078861,CLARIION,HARDWARE,JP001,2016-03-14 00:00:00,2016-05-30 00:00:00,2016-08-30 00:00:00,92.0,77.0,Bad,57809,JP,,Contract Eval,,"ARAHORI, TARO",JP10,,0.0,,PROCESSED,High Pay,Product PS level 1,Delivered Duty Paid
CN10_1000433988,"DEUTSCHE BANK (CHINA) CO., LTD.",LOW,NT10,30697822.0,1050008055,,SOFTWARE,CN001,2016-04-12 00:00:00,2016-05-27 00:00:00,2016-05-20 00:00:00,-7.0,45.0,Good,27370,CN,,EMC Utility Charges,,,CN10,,0.0,,PROCESSED,Low Pay,PS SMS,Carriage and insurance paid to
IE10_1000276872,REDINGTON DISTRIBUTION PRIVATE LTD SINGAPORE,HLD,NT07,30664393.0,3700136898,RECOVERPOINT,SOFTWARE,IE007,2015-06-30 00:00:00,2015-07-30 00:00:00,2015-09-28 00:00:00,60.0,30.0,Bad,138000,SG,,EMC Std. Sales Order,,,IE10,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000190729,NTT DATA CORPORATION,LOW,,,WK1511016U,,,JP001,2015-11-13 00:00:00,2015-11-13 00:00:00,2015-11-16 00:00:00,3.0,0.0,Good,-857,,,,,,JP10,,,,,Low Pay,,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310100705.0,3700175223,VPLEX,HARDWARE,CN001,2016-08-11 00:00:00,2016-10-20 00:00:00,2016-09-22 00:00:00,-28.0,70.0,Good,24988,CN,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"DAI, HONGXING",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000198426,JC1 CORPORATION,MED,,,K1801-153,,,KR001,2018-01-31 00:00:00,2018-01-31 00:00:00,2018-01-31 00:00:00,0.0,0.0,Good,-8476,,,,,,KR10,,,,,Low Pay,,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,,,17044473973450,,,CN001,2017-02-16 00:00:00,2017-02-16 00:00:00,2017-02-16 00:00:00,0.0,0.0,Good,-303,,,,,,IE10,,,,,Low Pay,,
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO10,40515440.0,4000064518,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-06-04 00:00:00,2015-07-30 00:00:00,2015-06-30 00:00:00,-30.0,56.0,Good,2063,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Bill Sender and Add
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,,,1600001856,,,IE007,2018-07-06 00:00:00,2018-07-06 00:00:00,2018-07-11 00:00:00,5.0,0.0,Good,0,,,,,,IE10,,,,,Low Pay,,
IE10_1003824295,INGRAM MICRO INDIA PVT LTD,HI,,,3700098606,,,IN001,2015-11-25 00:00:00,2015-11-25 00:00:00,2016-10-06 00:00:00,315.0,0.0,Bad,-4805,,,,,,IE10,,,,,Low Pay,,
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,,,H1603-204,,,CN001,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-04-18 00:00:00,27.0,0.0,Bad,-16,,,,,,IE10,,,,,Low Pay,,
KR11_1000031449,NEODIAN TECHNOLOGY,LOW,NT07,310280152.0,2230015160,UNIFIED,HARDWARE,KH001,2017-03-19 00:00:00,2017-06-27 00:00:00,2017-04-07 00:00:00,-81.0,100.0,Good,102517,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"KIM, EDDIE",KR11,,,,,High Pay,Product PS level 1,Ex Works
IE10_1004175666,"TNC GROUP, LLC",NEW,NT07,310498506.0,3700224752,CUSTOMER SERVICE,CS HARDWARE,SG002,2018-02-02 00:00:00,2018-03-04 00:00:00,2018-02-13 00:00:00,-19.0,30.0,Good,11571,US,,EMC Std. Sales Order,,"VU, DUY",IE10,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000218821,KOREA INFORMATION ENGINEERING SERVICES,HI,LC09,310030542.0,2230011802,CUSTOMER SERVICE,CS SOFTWARE,KH001,2016-03-25 00:00:00,2016-08-22 00:00:00,2016-03-31 00:00:00,-144.0,150.0,Good,70000,KR,,EMC Std. Sales Order,,"SEO, JUNSEO",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
KR11_1000374089,GREENBELL SYSTEMS INC,HI,LC08,310008133.0,2230011505,POWERPATH,SOFTWARE,KH001,2016-02-12 00:00:00,2016-05-22 00:00:00,2016-02-25 00:00:00,-86.0,100.0,Good,51478,KR,,EMC Std. Sales Order,,"SHIN, WOO CHUL",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
